Symbol,Company Name,Industry,Market Cap
SISI,"Shineco, Inc.",Drug Manufacturers - Specialty & Generic,8926757
SITC,SITE Centers Corp.,REIT - Retail,2922079280
SITE,"SiteOne Landscape Supply, Inc.",Industrial Distribution,7346415120
SITM,SiTime Corporation,Semiconductors,2784593600
SIX,Six Flags Entertainment Corporation,Leisure,2039138170
SJ,Scienjoy Holding Corporation,Broadcasting,112446685
SJM,The J. M. Smucker Company,Packaged Foods,13666040000
SJT,San Juan Basin Royalty Trust,Oil & Gas E&P,244231160
SJW,SJW Group,Utilities - Regulated Water,2005073070
SKE,Skeena Resources Limited,Other Industrial Metals & Mining,356069308
SKGR,SK Growth Opportunities Corporation,Shell Companies,284400992
SKIL,Skillsoft Corp.,Education & Training Services,121355053
SKIN,The Beauty Health Company,Household & Personal Products,368860270
SKLZ,Skillz Inc.,Electronic Gaming & Multimedia,112600220
SKM,"SK Telecom Co.,Ltd",Telecom Services,7973880525
SKT,"Tanger Factory Outlet Centers, Inc.",REIT - Retail,2901421620
SKWD,"Skyward Specialty Insurance Group, Inc.",Insurance - Property & Casualty,1229794285
SKX,"Skechers U.S.A., Inc.",Footwear & Accessories,9783996392
SKY,Skyline Champion Corporation,Residential Construction,4146372000
SKYH,Sky Harbour Group Corporation,Aerospace & Defense,799962458
SKYT,"SkyWater Technology, Inc.",Semiconductors,440150256
SKYW,"SkyWest, Inc.",Airlines,2080349397
SKYX,SKYX Platforms Corp.,Electrical Equipment & Parts,151152896
SLAB,Silicon Laboratories Inc.,Semiconductors,4121457417
SLAC,Social Leverage Acquisition Corp I,Shell Companies,106810229
SLAM,Slam Corp.,Shell Companies,432046965
SLB,Schlumberger Limited,Oil & Gas Equipment & Services,72394352800
SLCA,"U.S. Silica Holdings, Inc.",Oil & Gas Equipment & Services,807806568
SLDB,Solid Biosciences Inc.,Biotechnology,158594364
SLDP,"Solid Power, Inc.",Electrical Equipment & Parts,208771290
SLE,"Super League Enterprise, Inc.",Internet Content & Information,7326550
SLF,Sun Life Financial Inc.,Insurance - Diversified,29723086650
SLG,SL Green Realty Corp.,REIT - Office,3002462387
SLGL,Sol-Gel Technologies Ltd.,Biotechnology,32533020
SLGN,Silgan Holdings Inc.,Packaging & Containers,4636922920
SLI,Standard Lithium Ltd.,Other Industrial Metals & Mining,240264280
SLM,SLM Corporation,Credit Services,4373818430
SLN,Silence Therapeutics plc,Biotechnology,678833987
SLNA,Selina Hospitality PLC,Resorts & Casinos,20249555
SLND,"Southland Holdings, Inc.",Engineering & Construction,241854519
SLNG,"Stabilis Solutions, Inc.",Oil & Gas Integrated,75965206
SLNH,"Soluna Holdings, Inc.",Scientific & Technical Instruments,5312307
SLNO,"Soleno Therapeutics, Inc.",Biotechnology,1464276194
SLP,"Simulations Plus, Inc.",Health Information Services,807868866
SLQT,"SelectQuote, Inc.",Insurance Brokers,179474310
SLRC,SLR Investment Corp.,Asset Management,831412104
SLRN,"Acelyrin, Inc.",Biotechnology,643414121
SLRX,"Salarius Pharmaceuticals, Inc.",Biotechnology,2146444
SLS,"SELLAS Life Sciences Group, Inc.",Biotechnology,21955577
SLVM,Sylvamo Corporation,Paper & Paper Products,2014938913
SM,SM Energy Company,Oil & Gas E&P,4174509460
SMAR,Smartsheet Inc.,Software - Application,6301886250
SMBC,"Southern Missouri Bancorp, Inc.",Banks - Regional,571132870
SMBK,"SmartFinancial, Inc.",Banks - Regional,404469100
SMCI,"Super Micro Computer, Inc.",Computer Hardware,24227940744
SMFG,"Sumitomo Mitsui Financial Group, Inc.",Banks - Diversified,66370201897
SMG,The Scotts Miracle-Gro Company,Agricultural Inputs,3386009434
SMID,Smith-Midland Corporation,Building Materials,214239458
SMLP,"Summit Midstream Partners, LP",Oil & Gas Midstream,175254018
SMLR,"Semler Scientific, Inc.",Medical Devices,306338524
SMMF,"Summit Financial Group, Inc.",Banks - Regional,438192514
SMMT,Summit Therapeutics Inc.,Biotechnology,2630899431
SMP,"Standard Motor Products, Inc.",Auto Parts,883078752
SMPL,The Simply Good Foods Company,Packaged Foods,4102684806
SMR,NuScale Power Corporation,Utilities - Renewable,504303812
SMRT,"SmartRent, Inc.",Software - Application,688695450
SMSI,"Smith Micro Software, Inc.",Software - Application,57317753
SMTC,Semtech Corporation,Semiconductors,1416836992
SMTI,Sanara MedTech Inc.,Medical Instruments & Supplies,301494082
SMWB,Similarweb Ltd.,Internet Content & Information,466246180
SMX,SMX (Security Matters) PLC,Specialty Business Services,1543608
SN,"SharkNinja, Inc.","Furnishings, Fixtures & Appliances",6879652164
SNA,Snap-on Incorporated,Tools & Accessories,15249725400
SNAL,"Snail, Inc.",Electronic Gaming & Multimedia,36649699
SNAP,Snap Inc.,Internet Content & Information,27346629637
SNAX,"Stryve Foods, Inc.",Packaged Foods,3625196
SNBR,Sleep Number Corporation,"Furnishings, Fixtures & Appliances",262957240
SNCE,"Science 37 Holdings, Inc.",Health Information Services,31043272
SNCR,"Synchronoss Technologies, Inc.",Software - Infrastructure,59113560
SNCY,"Sun Country Airlines Holdings, Inc.",Airlines,721604887
SND,"Smart Sand, Inc.",Oil & Gas Equipment & Services,73599609
SNDA,"Sonida Senior Living, Inc.",Medical Care Facilities,74009533
SNDL,SNDL Inc.,Drug Manufacturers - Specialty & Generic,372500700
SNDR,"Schneider National, Inc.",Trucking,4460571464
SNDX,"Syndax Pharmaceuticals, Inc.",Biotechnology,1677361650
SNES,"SenesTech, Inc.",Specialty Chemicals,3730371
SNEX,StoneX Group Inc.,Capital Markets,2062686450
SNFCA,Security National Financial Corporation,Mortgage Finance,195197688
SNGX,"Soligenix, Inc.",Biotechnology,6314640
SNN,Smith & Nephew plc,Medical Devices,12368654400
SNOA,"Sonoma Pharmaceuticals, Inc.",Drug Manufacturers - Specialty & Generic,2242037
SNOW,Snowflake Inc.,Software - Application,65557044000
SNPO,Snap One Holdings Corp.,Electronics & Computer Distribution,678059344
SNPS,"Synopsys, Inc.",Software - Infrastructure,82622150910
SNPX,"Synaptogenix, Inc.",Biotechnology,3935424
SNSE,"Sensei Biotherapeutics, Inc.",Biotechnology,19049833
SNT,Senstar Technologies Ltd.,Security & Protection Services,26340300
SNTG,Sentage Holdings Inc.,Credit Services,8079350
SNTI,"Senti Biosciences, Inc.",Biotechnology,18793620
SNV,Synovus Financial Corp.,Banks - Regional,5637873150
SNX,TD SYNNEX Corporation,Electronics & Computer Distribution,9493215355
SNY,Sanofi,Drug Manufacturers - General,127212242627
SO,The Southern Company,Utilities - Regulated Electric,75056468400
SOAR,Volato Group Inc.,Airports & Air Services,53800000
SOBR,"SOBR Safe, Inc.",Scientific & Technical Instruments,7492018
SOFI,"SoFi Technologies, Inc.",Credit Services,7593244560
SOHO,Sotherly Hotels Inc.,REIT - Hotel & Motel,55085129
SOHU,Sohu.com Limited,Electronic Gaming & Multimedia,324553172
SOI,"Solaris Oilfield Infrastructure, Inc.",Oil & Gas Equipment & Services,319065832
SOL,Emeren Group Ltd,Solar,124166172
SOLO,Electrameccanica Vehicles Corp.,Auto Manufacturers,30049655
SON,Sonoco Products Company,Packaging & Containers,5709878556
SOND,Sonder Holdings Inc.,Lodging,28436279
SONM,"Sonim Technologies, Inc.",Communication Equipment,31094663
SONN,"Sonnet BioTherapeutics Holdings, Inc.",Biotechnology,4051766
SONO,"Sonos, Inc.",Consumer Electronics,2095011000
SONY,Sony Group Corporation,Consumer Electronics,122773069404
SOPA,Society Pass Incorporated,Software - Application,6985949
SOPH,SOPHiA GENETICS SA,Health Information Services,310206451
SOS,SOS Limited,Software - Infrastructure,1263155170
SOTK,Sono-Tek Corporation,Scientific & Technical Instruments,90062544
SOUN,"SoundHound AI, Inc.",Software - Application,488910114
SOVO,"Sovos Brands, Inc.",Packaged Foods,2250545713
SP,SP Plus Corporation,Specialty Business Services,1020039328
SPB,"Spectrum Brands Holdings, Inc.",Household & Personal Products,2781211160
SPCB,SuperCom Ltd.,Security & Protection Services,2384376
SPCE,"Virgin Galactic Holdings, Inc.",Aerospace & Defense,819415750
SPEC,Spectaire Holdings Inc.,Pollution & Treatment Controls,36674312
SPFI,"South Plains Financial, Inc.",Banks - Regional,470734459
SPG,"Simon Property Group, Inc.",REIT - Retail,46332462780
SPGC,"Sacks Parente Golf, Inc.",Leisure,7910962
SPGI,S&P Global Inc.,Financial Data & Stock Exchanges,140804928000
SPH,"Suburban Propane Partners, L.P.",Utilities - Regulated Gas,1143307900
SPHR,Sphere Entertainment Co.,Entertainment,1124585343
SPI,"SPI Energy Co., Ltd.",Solar,21174077
SPIR,"Spire Global, Inc.",Specialty Business Services,155848872
SPKL,Spark I Acquisition Corp. Class A Ordinary Share,Shell Companies,101800000
SPLK,Splunk Inc.,Software - Infrastructure,25829365000
SPLP,Steel Partners Holdings L.P.,Conglomerates,802154718
SPNS,Sapiens International Corporation N.V.,Software - Application,1543309648
SPNT,SiriusPoint Ltd.,Insurance - Reinsurance,1913763600
SPOK,"Spok Holdings, Inc.",Health Information Services,326093184
SPOT,Spotify Technology S.A.,Internet Content & Information,39064636281
SPPL,SIMPPLE LTD.,Software - Application,98978600
SPR,"Spirit AeroSystems Holdings, Inc.",Aerospace & Defense,3180272660
SPRB,"Spruce Biosciences, Inc.",Biotechnology,99334108
SPRC,SciSparc Ltd.,Biotechnology,8260537
SPRO,"Spero Therapeutics, Inc.",Biotechnology,76318992
SPRU,Spruce Power Holding Corporation,Solar,70535394
SPRY,"ARS Pharmaceuticals, Inc.",Biotechnology,616302666
SPSC,"SPS Commerce, Inc.",Software - Infrastructure,6916029696
SPT,"Sprout Social, Inc.",Software - Application,3563458987
SPTN,SpartanNash Company,Food Distribution,783880568
SPWH,"Sportsman's Warehouse Holdings, Inc.",Specialty Retail,152641776
SPWR,SunPower Corporation,Solar,562908784
SPXC,"SPX Technologies, Inc.",Specialty Industrial Machinery,4655649719
SQ,"Block, Inc.",Software - Infrastructure,40953859169
SQFT,"Presidio Property Trust, Inc.",REIT - Diversified,13523797
SQM,Sociedad Química y Minera de Chile S.A.,Specialty Chemicals,13298774014
SQNS,Sequans Communications S.A.,Semiconductors,173916546
SQSP,"Squarespace, Inc.",Software - Infrastructure,4401349645
SR,Spire Inc.,Utilities - Regulated Gas,3202800964
SRAD,Sportradar Group AG,Software - Application,3406092048
SRBK,"SR Bancorp, Inc.",Banks - Regional,91751525
SRC,"Spirit Realty Capital, Inc.",REIT - Diversified,5989107430
SRCE,1st Source Corporation,Banks - Regional,1330653077
SRCL,"Stericycle, Inc.",Waste Management,4570655960
SRDX,"Surmodics, Inc.",Medical Devices,478825032
SRE,Sempra,Utilities - Diversified,45122817600
SRFM,Surf Air Mobility Inc.,Airlines,94242560
SRG,Seritage Growth Properties,REIT - Retail,532610100
SRI,"Stoneridge, Inc.",Auto Parts,485395760
SRL,Scully Royalty Ltd.,Capital Markets,118874846
SRM,"SRM Entertainment, Inc.",Leisure,15120000
SRPT,"Sarepta Therapeutics, Inc.",Biotechnology,11323828035
SRRK,Scholar Rock Holding Corporation,Biotechnology,1110285387
SRTS,"Sensus Healthcare, Inc.",Medical Devices,43577184
SRZN,"Surrozen, Inc.",Biotechnology,16734559
SSB,SouthState Corporation,Banks - Regional,6343085033
SSBI,Summit State Bank,Banks - Regional,78850174
SSBK,"Southern States Bancshares, Inc.",Banks - Regional,248301997
SSD,"Simpson Manufacturing Co., Inc.",Building Products & Equipment,7940999961
SSIC,Silver Spike Investment Corp.,Drug Manufacturers - Specialty & Generic,47542226
SSKN,"STRATA Skin Sciences, Inc.",Medical Devices,18228881
SSL,Sasol Limited,Specialty Chemicals,5233427208
SSNC,"SS&C Technologies Holdings, Inc.",Software - Application,15264311720
SSNT,"SilverSun Technologies, Inc.",Software - Application,74418120
SSP,The E.W. Scripps Company,Broadcasting,684579093
SSRM,SSR Mining Inc.,Gold,1981830240
SSSS,SuRo Capital Corp.,Asset Management,96439582
SST,"System1, Inc.",Specialty Business Services,186639136
SSTI,SoundThinking Inc,Software - Application,273365694
SSTK,"Shutterstock, Inc.",Internet Content & Information,1789558386
SSY,"SunLink Health Systems, Inc.",Pharmaceutical Retailers,6336540
SSYS,Stratasys Ltd.,Computer Hardware,964458360
ST,Sensata Technologies Holding plc,Scientific & Technical Instruments,5295911450
STAA,STAAR Surgical Company,Medical Instruments & Supplies,1450367925
STAF,"Staffing 360 Solutions, Inc.",Staffing & Employment Services,2515496
STAG,"STAG Industrial, Inc.",REIT - Industrial,7015903440
STBA,"S&T Bancorp, Inc.",Banks - Regional,1308777204
STBX,Starbox Group Holdings Ltd.,Internet Content & Information,9027000
STC,Stewart Information Services Corporation,Insurance - Property & Casualty,1652950502
STCN,"Steel Connect, Inc.",Advertising Agencies,60102726
STE,STERIS plc,Medical Devices,21741972012
STEL,"Stellar Bancorp, Inc.",Banks - Regional,1438079400
STEM,"Stem, Inc.",Software - Infrastructure,491072400
STEP,StepStone Group Inc.,Asset Management,3747519519
STER,Sterling Check Corp.,Software - Infrastructure,1317327706
STG,Sunlands Technology Group,Education & Training Services,114934375
STGW,Stagwell Inc.,Advertising Agencies,1873307563
STHO,Star Holdings,Real Estate Services,170490880
STIM,"Neuronetics, Inc.",Diagnostics & Research,100976519
STIX,"Semantix, Inc.",Software - Application,54518580
STKH,Steakholder Foods Ltd.,Packaged Foods,12906339
STKL,SunOpta Inc.,Packaged Foods,677720720
STKS,"The ONE Group Hospitality, Inc.",Restaurants,151988238
STLA,Stellantis N.V.,Auto Manufacturers,66118806266
STLD,"Steel Dynamics, Inc.",Steel,18678420880
STM,ST Microelectronics,Semiconductors,40977613033
STN,Stantec Inc.,Engineering & Construction,9177830820
STNE,StoneCo Ltd.,Software - Infrastructure,5198205142
STNG,Scorpio Tankers Inc.,Oil & Gas Midstream,3590393472
STOK,"Stoke Therapeutics, Inc.",Biotechnology,221482848
STR,Sitio Royalties Corp.,Other Industrial Metals & Mining,3468938544
STRA,"Strategic Education, Inc.",Education & Training Services,2352706488
STRC,Sarcos Technology and Robotics Corporation,Computer Hardware,14476448
STRL,"Sterling Infrastructure, Inc.",Engineering & Construction,2362514502
STRM,"Streamline Health Solutions, Inc.",Health Information Services,22514050
STRO,"Sutro Biopharma, Inc.",Biotechnology,271851272
STRR,"Star Equity Holdings, Inc.",Diagnostics & Research,15478024
STRS,Stratus Properties Inc.,Real Estate - Diversified,191677119
STRT,Strattec Security Corporation,Auto Parts,95045299
STRW,Strawberry Fields REIT LLC,REIT - Healthcare Facilities,50714078
STSS,"Sharps Technology, Inc.",Medical Instruments & Supplies,4773268
STT,State Street Corporation,Asset Management,22930877040
STTK,"Shattuck Labs, Inc.",Biotechnology,464766876
STVN,Stevanato Group S.p.A.,Medical Instruments & Supplies,7614304040
STWD,"Starwood Property Trust, Inc.",REIT - Mortgage,6477513680
STX,Seagate Technology Holdings plc,Computer Hardware,18219926400
STXS,"Stereotaxis, Inc.",Medical Instruments & Supplies,160151508
STZ,"Constellation Brands, Inc.",Beverages - Wineries & Distilleries,45996957480
SU,Suncor Energy Inc.,Oil & Gas Integrated,41039183800
SUI,"Sun Communities, Inc.",REIT - Residential,16028516000
SUM,"Summit Materials, Inc.",Building Materials,4421537000
SUN,Sunoco LP,Oil & Gas Refining & Marketing,5701001431
SUNW,"Sunworks, Inc.",Solar,12492502
SUP,"Superior Industries International, Inc.",Auto Parts,89330652
SUPN,"Supernus Pharmaceuticals, Inc.",Drug Manufacturers - Specialty & Generic,1552117848
SUPV,Grupo Supervielle S.A.,Banks - Regional,592543750
SURG,"SurgePays, Inc.",Software - Application,97135797
SUZ,Suzano S.A.,Paper & Paper Products,13331924496
SVC,Service Properties Trust,REIT - Hotel & Motel,1324502300
SVFD,"Save Foods, Inc.",Agricultural Inputs,5024333
SVII,Spring Valley Acquisition Corp. II,Shell Companies,213378241
SVM,Silvercorp Metals Inc.,Silver,424368000
SVMH,SRIVARU Holding Limited,Shell Companies,9123016
SVRA,Savara Inc.,Biotechnology,623922010
SVRE,SaverOne 2014 Ltd,Scientific & Technical Instruments,11271830
SVT,"Servotronics, Inc.",Electrical Equipment & Parts,34697069
SVV,"Savers Value Village, Inc.",Specialty Retail,2838413570
SWAG,Stran & Company Inc,Shell Companies,28522851
SWAV,"ShockWave Medical, Inc.",Medical Devices,8027267808
SWBI,"Smith & Wesson Brands, Inc.",Aerospace & Defense,607004020
SWI,SolarWinds Corporation,Software - Infrastructure,2021662740
SWIM,"Latham Group, Inc.",Building Products & Equipment,286890000
SWIN,Solowin Holdings Ordinary Share,Capital Markets,43119998
SWK,"Stanley Black & Decker, Inc.",Tools & Accessories,14736253320
SWKH,SWK Holdings Corporation,Asset Management,215053320
SWKS,"Skyworks Solutions, Inc.",Semiconductors,17369513450
SWN,Southwestern Energy Company,Oil & Gas E&P,6994271000
SWSS,Clean Energy Special Situations Corp,Shell Companies,73762463
SWTX,"SpringWorks Therapeutics, Inc.",Biotechnology,2916332952
SWVL,Swvl Holdings Corp.,Software - Application,25808080
SWX,"Southwest Gas Holdings, Inc.",Utilities - Regulated Gas,4319874682
SXC,"SunCoke Energy, Inc.",Coking Coal,881115224
SXI,Standex International Corporation,Specialty Industrial Machinery,1801956428
SXT,Sensient Technologies Corporation,Specialty Chemicals,2633411335
SXTC,"China SXT Pharmaceuticals, Inc.",Drug Manufacturers - Specialty & Generic,17027306
SXTP,"60 Degrees Pharmaceuticals, Inc.",Biotechnology,4355451
SY,So-Young International Inc.,Health Information Services,98081440
SYBT,"Stock Yards Bancorp, Inc.",Banks - Regional,1477823760
SYBX,"Synlogic, Inc.",Biotechnology,29589707
SYF,Synchrony Financial,Credit Services,15629377080
SYK,Stryker Corporation,Medical Devices,119023177260
SYM,Symbotic Inc.,Shell Companies,25242914696
SYNA,Synaptics Incorporated,Semiconductors,4420964722
SYNX, Silynxcom Ltd.,Aerospace & Defense,14768250
SYPR,"Sypris Solutions, Inc.",Auto Parts,49400120
SYRA,Syra Health Corp.,Medical Care Facilities,5457534
SYRE,"Spyre Therapeutics, Inc.",Biotechnology,977249730
SYRS,"Syros Pharmaceuticals, Inc.",Biotechnology,178405962
SYT,"SYLA Technologies Co., Ltd.",Software - Application,108976858
SYTA,Siyata Mobile Inc.,Communication Equipment,1883701
SYY,Sysco Corporation,Food Distribution,38135566920
SZZL,Sizzle Acquisition Corp.,Shell Companies,103110316
T,AT&T Inc.,Telecom Services,120120336000
TAC,TransAlta Corporation,Utilities - Independent Power Producers,2336382100
TACT,TransAct Technologies Incorporated,Computer Hardware,76976268
TAIT,Taitron Components Incorporated,Electronics & Computer Distribution,19127811
TAK,Takeda Pharmaceutical Company Limited,Drug Manufacturers - Specialty & Generic,46408213627
TAL,TAL Education Group,Education & Training Services,6783576277
TALK,"Talkspace, Inc.",Medical Care Facilities,392673250
TALO,Talos Energy Inc.,Oil & Gas E&P,1615521600
TANH,Tantech Holdings Ltd,Household & Personal Products,2382500
TAOP,Taoping Inc.,Software - Infrastructure,1591282
TAP,Molson Coors Beverage Company,Beverages - Brewers,13533710573
TARA,"Protara Therapeutics, Inc.",Biotechnology,21138714
TARO,Taro Pharmaceutical Industries Ltd.,Drug Manufacturers - Specialty & Generic,1588701042
